ID;Fecha Modificacion;Fecha Descarga;Id_Departamento;Cod_Departamento;Departamento_es;Departamento_eu;Fecha Inicio Dpto;Fecha Fin Dpto;Tipo_Estructura;Tipo_Organo_es;Tipo Organo_eu;Id_Organo;Cod_Organo;Organo_es;Organo_eu;Fecha Inicio Org;Fecha Fin Org;Id_CentroOrg;Cod_CentroOrg;CentroOrg_es;CentroOrg_eu;Fecha Inicio Centro;Id_TipoCentro;TipoCentro_es;TipoCentro_eu;Cod_CentroSAP;Centro_dest.or;Centro_Destino;Calle/Numero;CP;Pais;Municipio;Localidad;Telefono;Fax;Correo_Electronico;Id_Posicion;Cod_Posicion;Posicion_es;Posicion_eu;GR.PER;Des.ES.grupo;Des.EU.grupo;APER;Des.ES.area;Des.EU.area;Id_TipoCargo;TipoCargo_es;TipoCargo_eu;Id_Empleado;DatosPersonales;Fecha Nombramiento;BOPV Nombramiento;
8468;13/10/2023;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;5600;90000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001654;5273/1;ASESOR/A PROG. SANITA. Y RELAC. CIUDADAN;OSASUN-PROGRAM. ETA HERRIT. HARREMANT. A;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE01;Rango Viceconsejero/a;Sailburuorde maila;107;ZULUAGA ZAMALLOA, IMANOL;14/10/2023;196/2023;
8755;31/03/2021;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;30003886;13000000000; Secretaría General de Transición Social y Agenda 2030; Trantsizio Sozialaren eta 2030 Agendaren Idazkaritza Nagusia;30/01/2021;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;1106;1056;SECRETARIA PARA LA PRESIDENCIA DEL GOBIERNO;NAVARRA, 2;1007;ES;59;63;945017900;;;60073927;9106/12;SECRETARIO/A GENERAL (NIVEL VICECONSEJ.);IDAZKARI NAGUSIA (SAILBURUORDEA);B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;109;FERNANDEZ ERDOCIA, JUAN ANTONIO;30/01/2021;21/2021;
9042;23/10/2020;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;6654;12500000000; Delegación de Euskadi en Argentina-Mercosur; Euskadiren Argentinako Ordezkaritza (Mercosur);12/04/2013;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;564;5377;DELEGACION DE EUSKADI EN ARGENTINA;Av. A. Moreau de Justo 846 3º;;AR;;;5,41E+11;;;445923;9109/4;DELEGADO/A;ORDEZKARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;123;PAGOLA AIZPIRI, SARA;19/04/2013;075/2013;
9329;11/10/2022;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;30002656;13200000000; Dirección de Juventud; Gazteria Zuzendaritza;07/10/2022;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;1106;1056;SECRETARIA PARA LA PRESIDENCIA DEL GOBIERNO;NAVARRA, 2;1007;ES;59;63;945017900;;;60032968;9104/169;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;152;SARATXAGA DE ISLA, MIREN;08/10/2022;193/2022;
9616;02/05/2022;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;30003887;13100000000; Dirección de Innovación Social; Berrikuntza Sozialaren Zuzendaritza;30/01/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;1106;1056;SECRETARIA PARA LA PRESIDENCIA DEL GOBIERNO;NAVARRA, 2;1007;ES;59;63;945017900;;;60073928;9104/181;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;168;ARANBARRI URZELAI, ASIER;19/04/2022;75/2022;
9903;17/11/2020;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;5231;44000000000; Viceconsejería de Administración y Servicios Generales; Administrazioko eta Zerbitzu Orokorretako Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;435147;9103/4;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;173;URQUIJO SAGREDO, POLENTZI;18/09/2020;184/2020;
10190;14/09/2023;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;6630;1,03E+11; Dirección de Derechos Humanos, Víctimas y Diversidad; Giza Eskubide, Biktima eta Aniztasun Zuzendaritza;30/01/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;422996;9104/50;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;176;OSTOLAZA ARCAUZ, NOEMI;09/09/2023;172/2023;
10477;23/10/2020;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;4;OA - Organismo Autónomo;EA - Erakunde Autonomoa;30001900;5,50E+11; Gogora, Instituto de la Memoria la Convivencia y los Derechos Humanos; Gogora, Memoriaren, Bizikidetzaren eta Giza Eskubideen Institutua;22/12/2014;31/12/9999;30001916;5,50E+11; Dirección; Zuzendaritza;22/12/2014;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;15212;5442;INSTITUTO DE LA MEMORIA;C/ MARIA DIAZ DE HARO Nº 3-3º;48013;ES;20;1;;;;60010275;9104/164;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;215;EZENARRO EGURBIDE, MIREN AINTZANE;25/06/2015;118/2015;
10764;12/11/2020;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;6598;70000000000; Consejería; Kontseilaritza;28/11/2016;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001685;5267/1;ASESOR/A EN MATERIA DE EDUCACION;HEZKUNTZA ARLOKO AHOLKULARIA;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;216;FURUNDARENA OLABARRIAGA, ANA ESTHER;08/09/2020;188/2020;
11051;07/04/2021;16/01/2024;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6048;70000000000; Educación; Hezkuntza;28/11/2016;31/12/9999;6598;70000000000; Consejería; Kontseilaritza;28/11/2016;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;434920;5039/1;PRESIDENTE/A DEL CONSEJO ESCOLAR;ESKOLA KONTSEILUKO LEHENDAKARIA;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;242;ALONSO ARANA, MIREN MAITE;01/12/2020;243/2020;
11338;17/10/2020;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30003295;9,07E+11;  SPRI-Agencia Vasca de Desarrollo Empresarial;  SPRI-Enpresen Garapenerako Euskal Agentzia;01/01/2019;31/12/9999;30003205;9,07E+11; Dirección de Internacionalización; Nazioartekotze Zuzendaritza;01/01/2019;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;;;;;;;;;;;;60052018;7042/1;DIRECTOR/A;ZUZENDARIA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD02;Rango Director;Zuzendari maila;575;ONDARZABAL IZAGUIRRE, MARIA AINHOA;01/01/2019;ago-19;
11625;29/03/2021;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;6790;50000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60074088;5312/1;ASESOR/A EN MATERIA DE MEDIO AMBIENTE;INGURUMENAREN ARLOKO AHOLKULARIA;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;960;GOENAGA EGIBAR, IMANOL;08/09/2020;63/2021;
11912;09/02/2021;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;30002664;1,01E+11; Dirección de Justicia Digital e Infraestructuras; Justizia Digitalaren eta Azpiegituren Zuzendaritza;30/01/2021;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60032973;9104/175;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;1098;LANDETA GARCIA, JAVIER MARIANO;30/01/2021;21/2021;
12199;03/10/2020;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001632;9,06E+11; Ente Vasco de la Energía (EVE); Energiaren Euskal Erakundea (EEE/EVE);01/01/1980;31/12/9999;30001632;9,06E+11; Ente Vasco de la Energía (EVE); Energiaren Euskal Erakundea (EEE/EVE);01/01/1980;C20;EPDP – ENTE PÚBLICO DERECHO PRIVADO;ZPEP - ZUZENBIDE PRIBATUKO ENTE PUBLIKOA;;;;;;;;;;;;60007943;7008/1;DIRECTOR/A GENERAL;ZUZENDARI NAGUSIA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD01;Rango Viceconsejero/a;Sailburuorde maila;2041;ANSOLA KAREAGA, IÑIGO;14/12/2016;235/2016;
12486;08/02/2021;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001624;9,06E+11; Agencia Vasca del Agua (URA); Uraren Euskal Agentzia (URA);01/01/1980;31/12/9999;30001627;9,06E+11; Dirección de Administración y Servicios; Administrazio eta Zerbitzuen Zuzendaritza;01/12/2012;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;;;;;;;;;;;;60007886;7003/1;DIRECTOR/A DE ADMINISTRACIÓN Y SERVICIOS;ADMINISTRAZIO ETA ZERBITZUEN ZUZENDARIA;1;Cargo púb. directivo;Zuz. kargu publikoa;11;Directivo sec. púb.;Sek. pub. zuzendaria;AD03;Resto Rangos de Cargos;Gainerako karguen mailak;2043;LOPEZ DE HEREDIA SAN JULIAN, MARIA;07/02/2011;;
12773;08/02/2021;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001624;9,06E+11; Agencia Vasca del Agua (URA); Uraren Euskal Agentzia (URA);01/01/1980;31/12/9999;30001629;9,06E+11; Dirección de Gestión del Dominio Público; Jabari Publikoaren Kudeaketarako Zuzendaritza;01/12/2012;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;;;;;;;;;;;;60007941;7005/1;DIRECTOR/A DE GESTIÓN DEL DOMINIO PÚBLIC;JABARI PUBLIKOAREN KUDEAKETARAKO ZUZENDA;1;Cargo púb. directivo;Zuz. kargu publikoa;11;Directivo sec. púb.;Sek. pub. zuzendaria;AD03;Resto Rangos de Cargos;Gainerako karguen mailak;2045;PEREA ARANDIA, JOSU;12/05/2008;;
13060;23/10/2020;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001630;9,06E+11;  Agencia Vasca de Cooperación al Desarrollo (Elankidetza); Garapen Lankidetzarako Euskal Agentzia (Elankidetza);01/01/1980;31/12/9999;30003076;9,06E+11; DIRECCION; ZUZENDARITZA;09/04/2018;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;;;;;;;;;;;;60007942;7006/1;DIRECTOR/A;DIRECTOR/A;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD02;Rango Director;Zuzendari maila;2047;ORTEGA ETCHEVERRY, PAUL;23/01/2013;016/2013;
13347;03/10/2020;16/01/2024;30002503;1,10E+11; Cultura y Política Lingüística; Kultura eta Hizkuntza Politika;08/09/2020;31/12/9999;90;SP - Sociedad Pública;SP - Sozietate Publikoa;30001712;9,17E+11; Orquesta de Euskadi, S.A.; Euskadiko Orkestra S.A.;01/01/1980;31/12/9999;30001712;9,17E+11; Orquesta de Euskadi, S.A.; Euskadiko Orkestra S.A.;01/01/1980;C30;SP – SOCIEDAD PÚBLICA;SP - SOZIETATE PUBLIKOA;;;;;;;;;;;;60007971;7033/1;DIRECTOR/A GENERAL;ZUZENDARI NAGUSIA;1;Cargo púb. directivo;Zuz. kargu publikoa;11;Directivo sec. púb.;Sek. pub. zuzendaria;AD03;Resto Rangos de Cargos;Gainerako karguen mailak;2063;ROCH IZARD, JOSE ORIOL;25/08/2014;;
13634;05/11/2020;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;5568;43000000000; Viceconsejería de Función Pública; Funtzio Publikoko Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;428882;9103/5;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;2068;ARMENTIA MACAZAGA, JOSE MARIA;10/10/2020;200/2020;
13921;08/02/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30002175;9,06E+11; OSI Araba; Araba ESIa;01/01/2016;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007760;7059/1;DIRECTOR/A ECONÓMICO-FINANCIERO GR.1;EKONOMIA-FINANTZA ZUZENDARIA, 1. MAILAKO;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD18;Director/a Económico-Financiero Gr.1;Ekonomia-Finantza Zuzendaria, 1. Mailakoa;2079;ENCINAR MARTIN, FERNANDO;04/04/2016;73/2016;
14208;05/04/2023;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001620;9,06E+11; OSI Bidasoa; Bidasoa ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007832;7072/3;DIRECTOR/A DE PERSONAL GR.3;LANGILEEN ZUZENDARIA, 3. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD32;Director/a de Personal Gr.3;Langileen Zuzendaria, 3. Mailakoa;2082;DE LA PUENTE PAGOLA, JUAN RAMÓN;20/03/2023;67/2023;
14495;08/02/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001609;9,06E+11; OSI Ezkerraldea-Enkarterri-Cruces; Ezkerraldea Enkarterri Gurutzeta ESIa;01/01/2015;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007764;7060/2;DIRECTOR/A DE PERSONAL GR.1;LANGILEEN ZUZENDARIA, 1. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD19;Director/a de Personal Gr.1;Langileen Zuzendaria, 1. Mailakoa;2083;ARRIZABALAGA CALZACORTA, MAITANE;15/05/2015;109/2015;
14782;19/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001611;9,06E+11; OSI Barrualde-Galdakao; Barrualde-Galdakao ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007769;7062/2;DIRECTOR/A GERENTE GR.2;ZUZENDARI GERENTEA, 2. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD22;Director/a Gerente Gr.2;Zuzendari Gerentea, 2. Mailakoa;2088;GUAJARDO REMACHA, JUAN ANTONIO;06/05/2014;83/2014;
15069;21/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001615;9,06E+11; Red de Salud Mental de Bizkaia; Bizkaiko Osasun Mentalaren sarea;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007800;7064/3;DIRECTOR/A MÉDICO GR.2;ZUZENDARI MEDIKOA, 2. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD24;Director/a Médico Gr.2;Zuzendari Medikoa, 2. Mailakoa;2091;LANDALUCE LAUZURICA, IGNACIO;02/09/2013;233/2013;
15356;09/04/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001613;9,06E+11; Hospital Santa Marina; Santa Marina Ospitalea;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007836;7073/2;DIRECTOR/A GERENTE GR.4;ZUZENDARI GERENTEA, 4. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD33;Director/a Gerente Gr.4;Zuzendari Gerentea, 4. Mailakoa;2094;LARREA ARECHAVALETA, ICIAR;11/03/2021;69/2021;
15643;21/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001615;9,06E+11; Red de Salud Mental de Bizkaia; Bizkaiko Osasun Mentalaren sarea;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007803;7065/3;DIRECTOR/A DE ENFERMERÍA GR.2;ERIZAINTZAKO ZUZENDARIA, 2. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD25;Director/a de Enfermería Gr.2;Erizaintzako Zuzendaria, 2. Mailakoa;2096;RODRIGUEZ ITURRIZAR, ANA ISABEL;23/03/2010;129/2010;
15930;05/04/2023;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001620;9,06E+11; OSI Bidasoa; Bidasoa ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007813;7068/3;DIRECTOR/A GERENTE GR.3;DIRECTOR/A GERENTE GR.3;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD28;Director/a Gerente Gr.3;Zuzendari Gerentea, 3. Mailakoa;2098;MERINO HERNANDEZ, MARIA LUISA;14/03/2023;67/2023;
16217;21/04/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001610;9,06E+11; OSI Bilbao-Basurto; Bilbao-Basurtu ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007808;7067/1;DIRECTOR/A DE PERSONAL GR.2;LANGILEEN ZUZENDARIA, 2. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD27;Director/a de Personal Gr.2;Langileen Zuzendaria, 2. Mailakoa;2100;ORMAETXEA LEGARRETA, MIREN JOSU;01/04/2021;77/2021;
16504;31/03/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001609;9,06E+11; OSI Ezkerraldea-Enkarterri-Cruces; Ezkerraldea Enkarterri Gurutzeta ESIa;01/01/2015;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007751;7055/2;DIRECTOR/A GERENTE GR.1;ZUZENDARI GERENTEA, 1. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD14;Director/a Gerente Gr.1;Zuzendari Gerentea, 1. Mailakoa;2101;MARQUES GONZALEZ, Mª LUZ;18/01/2021;31/2021;
16791;19/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001612;9,06E+11; OSI Barakaldo-Sestao; Barakaldo-Sestao ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007811;7068/1;DIRECTOR/A GERENTE GR.3;DIRECTOR/A GERENTE GR.3;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD28;Director/a Gerente Gr.3;Zuzendari Gerentea, 3. Mailakoa;2112;BALLESTERO ZARRAGA, JOSEBA;06/05/2014;83/2014;
